Shear Link Angle,Shear Force
0,0
0.00012024784282890007,13.255040000000005
0.00024049568565770007,26.55456
0.00036074352848660003,39.58720000000001
0.0004809913713155,52.931200000000004
0.0006012392141443,66.2752
0.0007214870569732,79.6192
0.000841734899802,92.9632
0.0009619827426308999,106.30720000000001
0.0010822305854596998,119.2064
0.0012024784282886002,132.55040000000002
0.0013227262711174,145.8944
0.0014392163688579,159.2384
0.0015594642116867003,172.5824
0.0016797120545156002,185.9264
0.0017999598973445002,198.82560000000004
0.0019202077401733,212.16960000000003
0.0020404555830022,225.5136
0.002160703425831,238.85760000000005
0.0022809512686599,252.2016
0.0024011991114887003,265.54560000000004
0.0025214469543176003,278.4448
0.0026416947971464,291.7888
0.0027619426399753,305.1328
0.0028821904828041003,318.47679999999997
0.0030024383256330002,331.82079999999996
0.0031226861684619,345.16479999999996
0.0032429340112907,358.0640000000001
0.0033556663639427997,371.40799999999996
0.0034683987165948,384.75199999999995
0.0036187085201309,398.09599999999995
0.0037314408727828997,411.44
0.003844173225435,424.784
0.003956905578087,437.68320000000006
0.0041447928325071,451.47200000000004
0.0043702575378112,464.81600000000003
0.0045205673413473,473.712
0.0050842291046075,487.05600000000004
0.0057606232205198,495.952
0.0066624820417363,504.84799999999996
0.0073012987067645,509.29600000000005
0.008090425175328899,518.192
0.008541354585937098,527.088
0.010420227130138,531.5360000000001
0.012036057518150699,535.984
0.0139900849641196,540.432
0.015643492803016298,544.88
0.017184168289261,549.328
0.0187624212263897,553.7760000000001
0.019626702596722098,553.7760000000001
0.0195515476949541,540.432
0.019438815342302098,527.088
0.019363660440534,513.744
0.019288505538765998,500.40000000000003
0.019213350636998,487.05600000000004
0.019138195735229898,473.712
0.0190254633825779,460.368
0.0189503084808098,447.024
0.0188375761281578,434.56960000000004
0.0187624212263897,421.22560000000004
0.018649688873737698,407.88160000000005
0.0185745339719697,394.5376
0.0184618016193176,381.19359999999995
0.0183866467175496,368.2944
0.0182739143648975,354.9504
0.0181987594631295,341.6064
0.0180860271104774,328.2624
0.0179732947578254,314.91839999999996
0.017860562405173298,301.57439999999997
0.0177478300525213,288.2304
0.0176350976998692,274.8864
0.0175223653472172,261.9872
0.017409632994565098,248.6432
0.0172969006419131,235.2992
0.017221745740145098,221.9552
0.017109013387493,208.6112
0.0169962810348409,195.2672
0.0168835486821889,181.9232
0.016770816329536798,169.02400000000003
0.0166580839768848,155.68
0.0165077741733487,142.336
0.0163950418206967,128.99200000000002
0.0162447320171606,115.648
0.0161319996645086,102.7488
0.0159816898609725,89.40480000000002
0.0158689575083204,76.06080000000001
0.0157562251556684,62.716800000000006
0.0156059153521323,49.3728
0.0154556055485962,36.295680000000004
0.015305295745060198,23.085120000000003
0.015154985941524098,9.830080000000002
0.015004676137987998,-3.3849280000000004
0.014854366334452,-16.59104
0.0146664790800319,-29.801600000000004
0.014516169276495799,-43.012159999999994
0.0143658594729598,-56.04480000000001
0.014177972218539699,-69.3888
0.014027662415003599,-82.73280000000001
0.013877352611467499,-95.632
0.0136894653570474,-108.976
0.013539155553511399,-122.32
0.013388845749975299,-135.2192
0.0132009584955552,-148.5632
0.013050648692019199,-161.90720000000002
0.012900338888483099,-175.25119999999998
0.012712451634063,-188.1504
0.0125621418305269,-201.49439999999998
0.012411832026990898,-214.8384
0.0122239447725708,-227.73760000000004
0.0120736349690347,-241.08160000000004
0.0119233251654986,-257.98400000000004
0.0116227055584265,-269.5488
0.0112093535987023,-286.00640000000004
0.010608114384558,-304.68800000000005
0.0102699173266019,-318.03200000000004
0.009818987915993699,-334.48960000000005
0.009330481054501499,-350.5024
0.0089171290947773,-362.51200000000006
0.0085037771350531,-374.9664
0.008090425175328899,-391.42400000000004
0.0074516085103006,-407.88160000000005
0.0065873271399682,-427.8976
0.0057230457696358,-445.2448
0.0048963418501875005,-460.36800000000005
0.003844173225435,-473.71200000000005
0.0027431539145333,-491.50400000000013
0.0015594642116867003,-509.29600000000005
0.0005523885279951,-522.6400000000001
-0.0007023225570221939,-535.984
-0.0020254246026484,-549.3280000000001
-0.0036224662652190997,-562.672
-0.005099260084961,-571.5680000000001
-0.0065647806694376,-584.912
-0.0082181885083344,-593.8080000000001
-0.009758863994579101,-602.7040000000001
-0.0107734551684476,-611.6000000000001
-0.0120510884985041,-620.4960000000001
-0.0134038767303287,-624.9440000000001
-0.0149069747656894,-633.84
-0.01622218554663,-638.2880000000001
-0.017161621818730502,-642.7360000000001
-0.0179131708364108,-647.1840000000001
-0.0185895649523231,-651.6320000000001
-0.0196417335770756,-656.08
-0.019566578675307502,-642.7360000000001
-0.0195290012244235,-629.392
-0.0194538463226555,-616.0480000000001
-0.019378691420887502,-602.7040000000001
-0.0193411139700034,-589.3600000000001
-0.0192659590682354,-576.0160000000001
-0.019228381617351402,-562.672
-0.0191532267155834,-549.3280000000001
-0.0191156492646993,-535.984
-0.0190404943629313,-522.6400000000001
-0.0189277620102793,-509.29600000000005
-0.0188150296576272,-495.952
-0.0187022973049752,-482.608
-0.0185895649523231,-469.264
-0.0184768325996711,-455.92000000000013
-0.018364100247019,-441.2416
-0.0182513678943669,-428.3424
-0.018138635541714902,-414.9984
-0.0180259031890628,-401.6544
-0.0179131708364108,-388.31040000000013
-0.0178004384837587,-374.9664
-0.0176877061311067,-361.6224
-0.0175749737784546,-348.7232000000001
-0.0174246639749186,-335.3792000000001
-0.0173119316222665,-322.0352000000001
-0.0171991992696145,-308.6912000000001
-0.0170488894660784,-295.3472000000001
-0.0168985796625423,-282.44800000000004
-0.0167482698590063,-269.10400000000004
-0.0166355375063542,-255.76
-0.0164852277028181,-242.41600000000003
-0.0163349178992821,-229.5168
-0.016184608095746,-216.17280000000002
-0.0160342982922099,-202.82880000000003
-0.0159215659395579,-189.4848
-0.0157712561360218,-176.58560000000003
-0.015620946332485801,-163.24160000000003
-0.015470636528949701,-149.89759999999998
-0.0153579041762976,-136.55360000000002
-0.0152075943727616,-123.2096
-0.0150572845692255,-110.31040000000002
-0.0149069747656894,-96.9664
-0.0147942424130374,-83.62240000000001
-0.0146439326095013,-70.2784
-0.0144936228059652,-57.37920000000001
-0.0143433130024292,-33.31552
-0.014230580649777102,-10.274880000000001
-0.0135541865338648,4.35904
-0.013103257123256601,27.97792
-0.012952947319720501,41.36640000000001
-0.0128402149670685,54.265600000000006
-0.0126899051635324,67.6096
-0.012539595359996401,80.95360000000001
-0.012389285556460301,94.2976
-0.0122765532038082,107.19680000000002
-0.012126243400272201,120.54080000000002
-0.011975933596736101,133.8848
-0.0118256237932,147.22880000000004
-0.011712891440548,160.57280000000003
-0.0115625816370119,173.472
-0.0114122718334758,186.81600000000003
-0.0110740747755197,207.27680000000004
-0.0108486100702156,224.1792
-0.010510413012259402,243.3056
-0.010172215954303301,263.7664
-0.009871596347231101,281.5584
-0.0092703571330869,298.016
-0.0085563855662905,322.48
-0.0079927238030303,341.1616
-0.00742906203977,359.3984
-0.0068654002765098,378.52479999999997
-0.0063768934150176,393.20320000000004
-0.0057380767499893,407.88160000000005
-0.0049489502814249,423.44960000000003
-0.0044228659690487004,435.45920000000007
-0.0037013789120754997,447.024
-0.0028746749926272,460.368
-0.002096821759328,473.712
-0.0011310812716088,487.05600000000004
0.0003306815677794,509.29600000000005
0.0016872275446924,527.088
0.003844173225435,544.88
0.0065873271399682,567.12
0.0086540869385892,580.464
0.010908733991630198,593.808
0.0129754937902511,607.152
0.015192563392408098,620.496
0.0178229849542893,629.392
0.0201152094582144,638.288
0.0228207859218636,647.1840000000001
0.0252633202293247,660.528
0.0276306996350178,669.424
0.029434417277450598,678.32
0.0313132898216514,682.768
0.033041852562316204,691.664
0.034432218245024904,696.1120000000001
0.035559541771545404,696.1120000000001
0.036686865298065904,696.1120000000001
0.037701456471934305,696.1120000000001
0.0384530054896147,696.1120000000001
0.0380772309807745,682.768
0.0380772309807745,669.424
0.0380772309807745,656.08
0.0380772309807745,642.736
0.0380772309807745,629.392
0.0380772309807745,616.048
0.0380772309807745,602.7040000000001
0.037701456471934305,589.36
0.037701456471934305,576.0160000000001
0.037701456471934305,562.672
0.0373256819630942,549.328
0.0373256819630942,535.984
0.0373256819630942,522.64
0.0373256819630942,509.29600000000005
0.036949907454254,495.952
0.036949907454254,482.60799999999995
0.0368371751016019,469.26399999999995
0.036724442748949905,455.91999999999996
0.036611710396297806,442.5760000000001
0.036498978043645804,430.5664
0.036386245690993704,417.2224
0.0362735133383417,403.8784
0.0361607809856896,390.53439999999995
0.0360480486330376,377.19039999999995
0.0359353162803855,363.84639999999996
0.035785006476849505,350.50239999999997
0.035672274124197406,337.6032
0.035559541771545404,324.2592
0.035446809418893305,310.9152
0.0353340770662413,297.57120000000003
0.0352213447135892,284.22720000000004
0.0350710349100532,270.8832
0.0349583025574011,257.984
0.034845570204749,244.64000000000001
0.034732837852097,231.296
0.0346201054994449,217.952
0.034507373146792905,204.60800000000003
0.034357063343256805,191.264
0.0342443309906048,178.36480000000003
0.0340940211870687,165.02080000000004
0.0339437113835326,151.67680000000001
0.0338309790308806,138.33280000000002
0.0336806692273445,125.43360000000001
0.0335303594238084,112.0896
0.033417627071156406,98.7456
0.033267317267620305,85.4016
0.0331170074640843,72.05760000000001
0.0330042751114322,59.158400000000015
0.0328539653078961,45.814400000000006
0.0327036555043601,32.55936
0.032590923151708,19.30432
0.032440613348172005,6.0492799999999995
0.032290303544635905,-7.183520000000001
0.032139993741099805,-20.371840000000002
0.031989683937563705,-33.58240000000001
0.0318017966831437,-46.792959999999994
0.0316514868796076,-60.048
0.0315011770760715,-73.392
0.031350867272535506,-86.2912
0.0311629800181154,-99.6352
0.0310126702145793,-112.97919999999999
0.0308623604110432,-125.87840000000001
0.0307120506075072,-139.22240000000002
0.030524163353087098,-152.5664
0.030373853549550998,-165.46560000000002
0.0301108113933629,-178.80960000000002
0.029885346688058798,-191.70880000000002
0.0296223045318707,-204.608
0.0293592623756826,-217.50719999999998
0.0291337976703785,-230.8512
0.0288707555141903,-243.75039999999998
0.0286077133580022,-256.6496
0.0279688966929739,-293.12320000000005
0.0272549251261776,-321.59040000000005
0.0265409535593813,-346.4992000000001
0.0256390947381649,-373.18720000000013
0.0249627006222526,-395.4272000000001
0.0242487290554562,-415.4432000000001
0.023572334939543898,-435.0144
0.0228959408236316,-455.92000000000013
0.0218061947479951,-478.1600000000001
0.0209043359267787,-495.952
0.019927322203794298,-513.744
0.0190630408334619,-527.0880000000001
0.0179732947578254,-540.432
0.0166956614277688,-558.224
